,AS51 Index,,BHP AT Equity,,,,,CSL AT Equity,,,,,RIO AT Equity,,,,,CBA AT Equity,,,,,WOW AT Equity,,,,,WES AT Equity,,,,,TLS AT Equity,,,,,AMC AT Equity,,,,,BXB AT Equity,,,,,FPH AT Equity,,,,
26/7/19,-0.3614,6793.388,0.6406,40.85,40.7707,8413348,194365.3203,-0.5746,226.69,227.4883,1789207,102721.9965,2.0459,98.26,97.6334,3979357,140378.5029,-0.494,82.59,82.7214,6715835,146204.0809,-0.424,35.23,35.2692,3542012,44343.6511,-0.3261,39.74,39.7903,5206309,45058.8112,-1.0309,3.84,3.8581,41996804,45670.2638,1.3548,15.71,15.7066,4259219,25505.6501,0.0771,12.98,12.9724,3282652,20622.4893,-1.8239,15.61,15.6269,389499,8957.9128
29/7/19,0.4771,6825.798,-0.612,40.6,40.6337,5135428,194146.0372,0.9528,228.85,228.9095,716547,103700.7759,0.5292,98.78,98.8237,1163859,140952.0684,0.7991,83.25,83.065,3280357,147372.439,0.4258,35.38,35.2965,2390632,44532.4546,0.7801,40.05,40.004,2072359,45410.3017,1.5625,3.9,3.8855,35864441,46383.8616,1.0185,15.87,15.8714,2805606,25765.4148,0.5393,13.05,13.037,4011824,20733.7046,1.3453,15.82,15.7696,379193,9078.4842
30/7/19,0.2825,6845.083,0.5665,40.83,40.9121,6556703,194943.2421,0.5986,230.22,230.2161,502738,104321.5759,0.2227,99,99.2642,1075170,142040.5061,0.1802,83.4,83.4349,3120288,147637.9749,0.2826,35.48,35.4736,3023210,44658.3236,-0.5243,39.84,39.9293,2284052,45172.1952,1.2821,3.95,3.9663,44658192,46978.5265,-0.6931,15.76,15.7448,3907107,25586.8265,0.4598,13.11,13.1498,2659836,20829.032,1.3906,16.04,16.0778,341809,9204.7336
31/7/19,-0.4751,6812.56,-0.1714,40.76,40.8343,5779334,194460.4914,-0.2606,229.62,229.7505,424187,104049.6927,-0.101,98.9,98.9324,1211212,141621.3201,-1.3189,82.3,82.5434,3304674,145690.7114,0.3946,35.62,35.6677,1990134,44834.5402,-1.6315,39.19,39.3287,4361443,44435.1991,0.5063,3.97,3.967,38166810,47216.3925,-1.4594,15.53,15.5468,4168148,25213.4147,0.0763,13.12,13.1324,4437435,20844.9199,-1.6833,15.77,15.8806,228488,9049.8201
1/8/19,-0.3469,6788.926,-1.2267,40.26,40.2731,4906825,190935.6645,-0.3136,228.9,229.4588,549321,103723.4329,-1.1021,97.81,97.5799,1604774,137308.9106,-0.4617,81.92,81.9293,3129406,145018.0204,-0.1123,35.58,35.4471,2242522,44784.1926,1.1227,39.63,39.5067,2150360,44934.0888,-0.5038,3.95,3.9527,17485692,46978.5265,0.5151,15.61,15.5933,2531827,25343.2971,0.3811,13.17,13.1672,3023420,20924.3594,-0.8878,15.63,15.6562,246115,8969.5475
2/8/19,-0.2998,6768.571,-3.6761,38.78,38.9285,9094737,183774.9475,1.3674,232.03,231.7029,602435,105141.7568,-3.1081,94.77,94.5408,3880677,133670.3033,-0.0488,81.88,81.7477,2416525,144947.2108,0.534,35.77,35.674,4198239,45023.3437,-1.943,38.86,38.9836,3263449,44061.0318,0.7595,3.98,3.9739,19487394,47335.3255,0.1281,15.63,15.6128,2751881,25375.7677,1.063,13.31,13.2607,3063211,21146.828,0.1919,15.66,15.6985,156377,8986.7949
5/8/19,-1.8951,6640.301,-3.6101,37.38,37.7055,11167019,178469.1443,-2.4049,226.45,227.378,583556,102613.2432,-3.461,91.49,92.3109,2578183,130701.1344,-0.8183,81.21,81.6324,2892212,143761.1504,-0.5032,35.59,35.5833,1683509,44796.7795,0.772,39.16,39.2076,2003611,44401.1839,-1.2563,3.93,3.9359,20417365,46740.6606,-0.3839,15.57,15.5643,2998853,25278.3559,-1.728,13.08,13.1608,3020824,20781.4057,-2.4266,15.28,15.3766,243690,8768.7393
6/8/19,-2.4428,6478.09,-0.7491,37.1,36.908,10144282,176796.2372,-3.9832,217.43,217.7184,1263900,98525.9328,-0.1093,91.39,90.9248,3370624,129426.8172,-1.7362,79.8,79.7341,4177911,141265.1127,-2.4726,34.71,34.7157,2812025,43689.1322,-3.2431,37.89,38.0139,3006503,42961.2068,-2.5445,3.83,3.8371,36834923,45551.3308,-2.0552,15.25,15.2405,4819235,24758.8264,-2.6758,12.73,12.73,4267223,20225.3283,-1.0471,15.12,15.1573,281435,8677.1743
7/8/19,0.6386,6519.458,-0.9434,36.75,36.7651,6132442,175089.1018,0.6669,218.88,218.1658,742955,99182.9838,-2.0681,89.5,89.9883,2726362,128022.6225,-1.3784,78.7,78.5671,6919201,139317.8492,2.276,35.5,35.3196,2327066,44683.4974,2.085,38.68,38.5097,2812806,43856.9406,1.8277,3.9,3.8833,27557418,46383.8616,0.0656,15.26,15.2167,5580673,24775.0617,1.4925,12.92,12.8698,4543136,20527.1989,0.9259,15.26,15.2426,233412,8757.5185
8/8/19,0.814,6568.149,1.4966,37.3,37.0988,6728995,178948.9119,1.7864,222.79,221.0663,548258,100954.7558,3.8145,88.52,87.8178,2610353,125992.4279,0.3304,78.96,78.2776,4320952,139778.1115,0,35.5,35.3188,2171594,44683.4974,1.06,39.09,38.8678,1721180,44321.8151,2.3077,3.99,3.9642,46507839,47454.2584,1.3761,15.47,15.4161,3345488,25116.003,0.6192,13,12.9435,2408311,20654.3023,0.9174,15.4,15.3066,209523,8837.8627
9/8/19,0.2497,6584.434,-0.0268,37.29,37.3544,6156851,177487.2907,-1.2433,220.02,220.3597,629778,99699.5618,-0.9376,87.69,88.2261,2229826,123134.4147,0.5826,79.42,79.5129,4335354,140592.4216,-0.2817,35.4,35.3904,1610345,44557.6284,-0.7675,38.79,38.747,1660299,43981.663,-0.2506,3.98,3.9813,32269947,47335.3255,0.4525,15.54,15.5356,1835762,25229.65,1,13.13,13.1049,2249645,20860.873,-0.7792,15.28,15.2817,212203,8768.9962
12/8/19,0.0886,6590.266,-0.7509,37.01,36.9263,7237438,176913.0799,1.2544,222.78,221.6769,624208,100950.2244,-2.7483,85.28,85.4683,2886670,122455.975,0.6547,79.94,79.7336,1880513,141512.9462,0.678,35.64,35.599,1801008,44859.714,0.825,39.11,39.019,1077502,44344.4919,-1.2563,3.93,3.9242,24367193,46740.6606,-0.7079,15.43,15.4019,1541221,25051.0618,-0.6855,13.04,13.0306,2030147,20717.8815,0.589,15.37,15.2541,199072,8820.6461
13/8/19,-0.3297,6568.538,0,37.01,37.0792,6612529,177111.4214,-1.4723,219.5,219.7802,970112,99463.9297,0.6098,85.8,85.7171,2554366,123696.4948,-0.6005,79.46,79.6071,3347281,140663.2312,0.6734,35.88,35.7971,2055360,45161.7996,-1.1506,38.66,38.7464,1688117,43834.2638,0,3.93,3.9214,25306434,46740.6606,-1.7498,15.16,15.1861,2564230,24612.7088,-0.3834,12.99,13.002,1867539,20638.4418,-0.5856,15.28,15.2728,182529,8768.9962
14/8/19,0.8322,6595.898,1.1078,37.42,37.3509,6769302,177588.7625,6.6059,234,233.1391,2180335,106034.4399,2.4942,87.94,88.1004,3904259,123922.4208,0.5915,76.63,76.8093,5584157,135653.4534,-0.3902,35.74,35.6868,2621016,44985.583,0.8795,39,38.8819,1253714,44219.7694,0.2545,3.94,3.9143,22625656,46859.5935,-0.1319,15.14,15.1441,2663955,24580.2382,0,12.99,12.9453,3374422,20638.4418,1.6361,15.53,15.4599,1282124,8912.468
15/8/19,-2.8451,6408.094,-2.7525,36.39,36.4538,9954423,174061.2452,-3.1581,226.61,229.1475,1380185,102685.7454,-2.6609,85.6,85.8016,2280318,122095.7563,-2.9884,74.34,74.8628,5163482,131599.605,-2.6861,34.78,34.938,2873361,43777.2405,-3.2564,37.73,37.9754,2492244,42779.7923,-1.7766,3.87,3.8793,40994790,46027.0627,-3.963,14.54,14.5861,4879038,23606.1204,-2.4634,12.67,12.7128,4650437,20130.0735,-2.5757,15.13,15.2044,325711,8682.9131
16/8/19,-0.025,6405.528,-0.6046,36.17,36.2529,7461072,172958.1792,0.3486,227.4,227.8602,833204,103043.7249,-1.028,84.72,84.8271,2434476,121573.6795,1.0492,75.12,74.9607,3014001,132980.3918,0.6038,34.99,35.032,2129212,44041.5654,0.2915,37.84,37.8533,1871266,42904.5148,-2.584,3.77,3.7576,52296680,44837.7329,-1.0316,14.39,14.4285,2958248,23362.591,-0.0789,12.66,12.6709,4274389,20114.1856,-0.8592,15,14.959,289080,8608.9479
19/8/19,1.0034,6467.435,0.2212,36.25,36.3066,5204344,174228.837,0.9323,229.52,229.2605,631468,104004.3788,0.2833,84.96,85.1587,1371093,123065.0343,1.5575,76.29,76.1453,2682547,135051.572,1.0289,35.35,35.3277,1384802,44494.6939,1.0042,38.22,38.1822,1145734,43335.374,0,3.77,3.7608,23843619,44837.7329,1.2509,14.57,14.5746,3310207,23654.8263,0.9479,12.78,12.7657,2407462,20304.8413,0.4,15.06,15.0705,137825,8643.3837
20/8/19,1.2062,6544.957,0.1379,36.3,36.0596,7304446,172718.1696,2.148,234.45,233.2625,781211,106238.3523,1.024,85.83,85.3909,1394781,122954.7172,1.1011,77.13,76.9542,3950231,136538.5732,2.1782,36.12,35.9433,2525796,45463.8852,1.9885,38.98,38.8659,1539872,44197.0926,0.2653,3.78,3.7798,20992226,44956.6659,1.6472,14.81,14.7853,4235113,24044.4734,1.7997,13.01,12.9798,3013264,20670.2649,0.0664,15.07,15.0706,332642,8649.123
21/8/19,-0.8851,6483.265,-2.8926,35.25,35.493,8615027,168512.8168,0.3626,235.3,234.4872,683111,106623.5201,-2.4816,83.7,84.0547,1802444,120599.6492,-0.1426,77.02,76.9114,2533987,136343.8468,-0.0554,36.1,36.0595,2948522,45438.7114,-0.4874,38.79,38.7022,1316402,43981.663,-2.9101,3.67,3.6966,40223808,43648.4031,-1.0128,14.66,14.6514,5943358,23800.944,-9.3774,11.79,11.9119,11994195,18731.9311,-0.9954,14.92,14.9105,385064,8563.0335
22/8/19,0.33,6501.808,-0.1418,35.2,35.308,7099757,168736.1697,1.513,238.86,238.788,1093095,108236.6936,0.6093,84.21,84.3114,1659753,121094.3726,0.1039,77.1,77.1988,1964387,136485.466,-0.2493,36.01,36.1704,2591422,45325.4293,0.2836,38.9,38.9896,2103321,44106.3854,0.545,3.69,3.6808,29585520,43886.2691,-1.9782,14.37,14.2603,6169670,23330.1204,-3.9016,11.33,11.3027,12948836,18001.0839,-0.8713,14.79,14.8347,352835,8488.4227
23/8/19,0.3467,6523.131,0.625,35.42,35.3556,6503311,168856.3118,-0.2135,238.35,238.1487,440951,108005.5929,0.9381,85,84.558,1213462,121128.3577,0.3891,77.4,77.2329,1815994,137016.5378,-0.0555,35.99,35.9076,3355679,45300.2555,1.1568,39.35,39.4186,1791844,44616.6135,1.355,3.74,3.7309,22058389,44480.934,0,14.37,14.3435,3508236,23330.1204,-0.4413,11.28,11.2878,5919802,17921.7035,-0.8114,14.67,14.7068,356534,8419.5511
26/8/19,-1.2045,6440.053,-2.061,34.69,34.6593,4956318,166705.8403,-1.867,233.9,233.5933,555140,105989.126,-2.6118,82.78,82.8783,1313699,120304.2577,-0.8269,76.76,76.4424,1869454,135883.5846,-0.8891,35.67,35.6793,2024349,44897.4747,-1.6773,38.69,38.7103,1575620,43868.279,-1.0695,3.7,3.6959,21620346,44005.2021,-2.0181,14.08,14.0823,5101208,22859.2968,-0.7979,11.19,11.1765,7470994,17778.7112,-1.4997,14.45,14.4499,213725,8293.2865
27/8/19,0.5129,6471.216,0.7495,34.95,34.9526,8616544,167285.9719,0.0641,234.05,234.0307,897761,106084.6471,1.1839,83.76,83.6085,1947983,121050.184,0.5081,77.15,77.0729,2359061,136573.978,0.841,35.97,35.9157,2421580,45275.0817,1.0597,39.1,38.7897,3524188,44333.1535,1.0811,3.74,3.7229,36517429,44480.934,2.5568,14.44,14.3807,5211404,23443.7675,-0.8043,11.1,11.1432,9229793,17635.7189,-1.1765,14.28,14.3527,417633,8195.7184
28/8/19,0.5455,6500.64,1.3448,35.42,35.3447,5909268,169941.3027,-0.4486,233,232.928,626350,105608.7279,2.4713,85.83,85.5129,1894706,122724.378,-0.4537,76.8,76.6843,1997056,135954.3941,0.5838,36.18,36.1935,4903555,45539.4066,0.4604,39.28,39.1995,2167816,44537.2447,1.4515,3.68,3.6624,31555700,43767.3361,1.2465,14.62,14.6006,3882653,23736.0028,0.8108,11.19,11.1931,5726754,17728.8802,5.6022,15.08,14.9606,572531,8654.8623
29/8/19,0.1144,6507.395,0.2259,35.5,35.4237,4833429,170784.0221,1.0429,235.43,234.0631,614331,106710.1408,-0.1748,85.68,85.6763,1492886,123783.8899,0.7943,77.41,77.2454,2988307,137034.2402,0.5528,36.38,36.0545,5849655,45791.1446,0.0764,39.31,39.1938,2740774,44571.2599,-0.5435,3.66,3.6437,36358021,43529.4701,-1.5048,14.4,14.4397,5011201,23378.8263,0.2681,11.22,11.2167,11129577,17776.4107,1.5252,15.31,15.3088,344551,8786.8662
30/8/19,1.5856,6604.215,2.2254,36.29,36.1518,11450846,174629.1336,2.3107,240.87,240.065,2193179,109175.8553,2.2176,87.58,87.4573,3342679,126734.4033,2.1186,79.05,78.6733,6147476,139937.433,3.8208,37.77,37.3218,7174039,47540.7238,2.3004,39.1,39.0081,6076809,44333.1535,1.6393,3.72,3.7034,29369535,44243.068,0.4167,14.46,14.4747,5533936,23476.2381,0.713,11.3,11.2895,7590889,17880.3447,1.6982,15.57,15.5573,440655,8936.7354
2/9/19,-0.2834,6579.408,0.7991,36.58,36.469,3958943,174807.0723,-0.4235,239.85,239.8896,492230,108713.5339,1.4273,88.83,88.6377,1167152,126591.9492,-0.1392,78.94,78.932,1826554,139742.7067,-1.4032,37.24,37.3241,2863606,46873.6181,-1.2532,38.61,38.7567,1321701,43777.5717,-2.1505,3.64,3.65,15391385,43291.6042,-0.2075,14.43,14.4491,2728420,23427.5322,-1.5929,11.12,11.1629,4165529,17595.5251,2.0552,15.89,15.7982,305503,9120.4063
3/9/19,-0.007,6573.397,-0.4101,36.43,36.4916,4142025,174023.1436,0.075,240.03,239.6899,401113,108795.12,-0.7655,88.15,88.2155,857397,125510.2104,-0.2027,78.78,78.9346,1701064,139459.4684,0.7634,36.71,36.6882,5794103,46206.5124,-0.7252,38.33,38.2898,2106206,43460.0965,-0.8242,3.61,3.6107,16623838,42934.8053,0.4851,14.5,14.5278,1168664,23541.1792,2.1583,11.36,11.3366,6365514,17940.3319,-0.944,15.74,15.7622,205081,9034.3106
4/9/19,-0.265,6553.006,-0.3019,36.32,36.1834,6724503,175518.4502,-1.4915,236.45,236.4089,742351,107172.4623,0.295,88.41,87.9169,1176972,127702.0215,-0.1142,78.69,78.352,2505318,139300.1468,-0.0817,36.68,36.6154,4017556,46168.7517,0.5479,38.54,38.4673,2563114,43698.2029,-1.108,3.57,3.5681,40237788,42459.0733,-1.1034,14.34,14.28,2753534,23315.5186,-0.7923,11.27,11.2705,6952892,17788.1395,-0.6353,15.64,15.6779,415430,8976.9134
5/9/19,1.2298,6613.164,3.8095,36.07,36.058,7683521,173016.9987,1.3534,239.65,239.0169,454909,108622.8826,1.8324,90.03,90.1542,1732283,129100.6987,0.7117,79.25,79.2685,2099227,140291.4809,2.3719,37.55,37.2766,3026610,47263.812,1.7385,39.21,39.1202,2400428,44457.8759,0.5602,3.59,3.5974,33295633,42696.9393,0,14.34,14.3487,2103103,23315.5186,0.4437,11.32,11.2956,11162666,17867.0576,2.6854,16.06,15.9606,247478,9217.9814
6/9/19,0.5193,6647.329,0.6654,36.31,36.3565,6566214,173648.5419,0.9764,241.99,241.582,568729,109683.5024,0.3777,90.37,90.8618,1817602,129012.5079,0.3659,79.54,79.5927,2777704,140804.8504,1.3582,38.06,37.8682,3411189,47905.744,0.8416,39.54,39.4797,1717066,44832.0432,0.5571,3.61,3.6033,24949855,42934.8053,0.5579,14.42,14.4526,5086356,23445.5913,-0.4417,11.27,11.3233,7705708,17788.1395,2.802,16.51,16.3953,317360,9476.2686
9/9/19,0.0249,6647.964,-0.4957,36.13,36.1099,4483204,173215.0733,-1.0083,239.55,239.9833,432408,108577.557,-0.0664,90.31,90.1298,1079191,128765.4877,0.3395,79.81,79.866,1911398,141282.8151,-0.289,37.95,37.9655,1870001,47767.288,0.3288,39.67,39.6644,1240387,44979.4424,-0.277,3.6,3.5947,16598660,42815.8723,-1.2483,14.24,14.2854,2503178,23152.9279,0.2662,11.3,11.2942,9428710,17835.5276,-0.9085,16.36,16.4396,402539,9390.1729
10/9/19,-0.4415,6614.056,0.5259,36.32,36.3738,6414593,174413.9463,-2.1262,233,233.5215,1214803,105608.7279,-0.299,90.04,90.2209,1657266,129411.422,0.1002,79.89,79.9482,2718563,141424.4342,-0.7115,37.68,37.7327,3134558,47427.4417,-1.0587,39.25,39.206,2511975,44503.2295,-1.1111,3.56,3.5493,52318872,42340.1404,-0.177,14.04,14.0772,2571654,22827.7463,-1.1504,11.17,11.1661,5254848,17630.3401,-0.8557,16.22,16.1524,303305,9309.8169
11/9/19,0.3944,6638.041,1.652,36.92,36.8335,7595475,176163.2554,-0.6695,231.44,230.6913,973513,104901.648,2.2879,92.1,92.0202,2420959,130887.2939,0.8887,80.6,80.4237,2788624,142681.3043,-2.7866,36.63,36.7785,3989456,46105.8172,0.9427,39.62,39.5268,2433356,44922.7504,0,3.56,3.5473,31157291,42340.1404,3.8462,14.58,14.6032,6093889,23705.7365,1.7336,11.2,11.1552,5188758,17677.6911,-2.3428,15.84,15.8634,400647,9092.0812
12/9/19,0.2844,6654.866,0.1354,36.97,36.9755,5308588,177349.595,0.0691,231.6,232.0255,566147,104974.169,0.6298,92.68,92.5727,1383934,132110.1078,0.9305,81.35,81.3231,2795277,144008.9839,0.1911,36.7,36.7922,4248283,46193.9255,-0.631,39.37,39.3868,1858370,44639.2903,0.8427,3.59,3.5961,42733429,42696.9393,-0.1372,14.56,14.5925,4254717,23673.2184,-0.2679,11.17,11.1806,4569729,17630.3401,-2.5253,15.44,15.5492,353477,8862.4832
13/9/19,0.2176,6669.178,0.4328,37.13,37.0462,4884017,179631.6982,-0.3929,230.69,230.6622,708829,104561.7058,0.6582,93.29,93.0358,1334875,135267.3988,0.9711,82.14,81.9924,3497608,145407.4731,-0.7357,36.43,36.5089,2656701,45854.0791,0.0762,39.4,39.3349,1740454,44673.3055,0.5571,3.61,3.6037,25435549,42934.8053,1.5797,14.79,14.8048,6052493,24047.1772,0.9848,11.28,11.277,4191416,17803.9603,-0.1295,15.42,15.5341,275964,8851.0033
16/9/19,0.0696,6673.48,3.1511,38.3,38.6093,12921175,182574.6615,-0.1344,230.38,229.9409,970768,104421.1963,0.879,94.11,93.7004,1565519,133396.7022,-0.5478,81.69,81.6833,2995444,144610.8653,-0.5215,36.24,36.1493,3612270,45614.928,-0.2538,39.3,39.1479,2077612,44559.9215,-1.108,3.57,3.565,40596579,42459.0733,-1.0818,14.63,14.6108,3649899,23787.0319,-0.7979,11.19,11.1791,5428420,17595.5074,-0.0649,15.41,15.4161,378228,8845.2633
17/9/19,0.3338,6695.253,-1.0705,37.89,37.8163,10339285,180670.3588,1.9273,234.82,234.2963,844844,106574.0641,-1.5514,92.65,92.573,1890680,131875.3757,0.6733,82.24,82.0267,3399399,145584.4971,1.8488,36.91,36.7871,3251611,46458.3597,-0.8142,38.98,38.8613,2585670,44197.0926,0,3.57,3.5598,29849207,42459.0733,-2.3923,14.28,14.2277,4547953,23217.9642,0.8937,11.29,11.2478,4957510,17752.7505,1.6872,15.67,15.6704,310139,8994.502
18/9/19,-0.2026,6681.594,-0.2639,37.79,37.7149,5821077,180412.4983,-0.0213,234.77,235.3291,799249,106551.3714,0.2914,92.92,92.8096,1194333,131981.6586,-0.608,81.74,81.772,2847602,144699.3773,-0.2167,36.83,36.8468,2617733,46357.6642,-0.5131,38.78,38.8723,2986248,43970.3246,-0.5602,3.55,3.5637,36298238,42221.2074,1.1905,14.45,14.4436,4770300,23494.3685,-0.2657,11.26,11.2717,4798572,17705.5776,-1.3401,15.46,15.5755,296182,8873.9631
19/9/19,0.5552,6717.476,-0.2911,37.68,37.7865,9869091,180516.3259,0.1065,235.02,236.3262,1667138,106664.835,0.1291,93.04,93.3611,2104274,132463.9428,0.5383,82.18,82.2962,5445784,145478.2827,0.8417,37.14,37.0384,5408624,46747.8591,1.3409,39.3,39.3315,4769403,44559.9215,2.5352,3.64,3.6142,55919032,43291.6042,0.346,14.5,14.4949,6511062,23575.6639,1.6874,11.45,11.4255,7968746,18004.3395,1.6818,15.72,15.6937,695630,9023.2018
20/9/19,0.1976,6730.752,0.1858,37.75,37.7829,7560727,180921.0161,-0.2213,234.5,235.437,1009740,106428.8308,-0.6449,92.44,92.5157,2119796,132347.304,0,82.18,82.2015,4463860,145478.2827,0.7808,37.43,37.4552,4225340,47112.88,0.9415,39.67,39.7066,3993996,44979.4424,0.2747,3.65,3.6602,47033311,43410.5372,-1.5862,14.27,14.2939,15531451,23201.7051,0.1747,11.47,11.4788,8664026,18035.7881,-0.1908,15.69,15.801,315552,9005.9819
23/9/19,0.2841,6749.724,-0.3444,37.62,37.7395,3136266,179140.7245,0.9339,236.69,236.5607,611705,107422.7717,0.4327,92.84,93.1066,1018209,132300.4339,-0.1582,82.05,82.1018,1928322,145248.1515,0.374,37.57,37.6242,1364624,47289.0971,0.605,39.91,39.9863,1914728,45251.5641,0,3.65,3.6586,13643666,43410.5372,-0.0701,14.26,14.2598,2125518,23185.446,-1.3949,11.31,11.3625,4002196,17753.8984,0.4461,15.76,15.7833,412672,9046.1616
24/9/19,-0.0079,6748.869,-0.9835,37.25,37.3336,4799134,176090.7517,0.4774,237.82,237.7083,760405,107935.627,0.2154,93.04,93.1557,1704194,129888.2341,0.0609,82.1,82.3013,4670704,145336.6635,0.346,37.7,37.6936,2884352,47452.7272,0.6515,40.17,40.1385,1883295,45546.3625,-1.0959,3.61,3.6071,30861135,42934.8053,-0.6311,14.17,14.2176,3100078,23039.1143,-0.0884,11.3,11.299,7318125,17738.2009,0.5076,15.84,15.8694,159856,9092.0812
25/9/19,-0.5726,6710.223,-1.9329,36.53,36.5243,10252280,174617.4683,-0.4751,236.69,235.7177,629182,107422.7717,-2.1819,91.01,90.8117,1607920,129709.4338,-0.6334,81.58,81.6175,2963344,144416.139,-0.3979,37.55,37.751,3360310,47263.9232,-0.8962,39.81,39.9992,2306217,45138.18,-1.9391,3.54,3.5622,27950349,42102.2744,0.6351,14.26,14.2602,2805036,23029.3006,-0.2655,11.27,11.2501,6373482,17691.1084,-0.7576,15.72,15.7808,300573,9026.8957
26/9/19,-0.4732,6677.581,-0.0821,36.5,36.6964,5278063,174477.8964,-1.2041,233.84,234.3301,434731,106129.2869,0.1319,91.13,91.4746,1780728,129331.1658,-0.4903,81.18,81.2781,3127123,143708.0432,-0.4527,37.38,37.408,2649118,47049.9454,-0.1005,39.77,39.8581,2192658,45092.8264,-2.2599,3.46,3.4886,45414009,41150.8106,0,14.26,14.2622,2085058,23029.3006,0,11.27,11.3177,5146243,17691.1084,-0.1272,15.7,15.6935,200536,9015.4111
27/9/19,0.5803,6716.117,0.9315,36.84,36.7487,8320430,176021.9272,0.1967,234.3,234.2093,1236335,106338.0599,0.5157,91.6,91.4239,4145331,131090.2227,0.4435,81.54,81.4726,5336753,144345.3294,0.428,37.54,37.582,3081577,47251.3363,1.4584,40.35,40.2199,5469558,45750.4538,1.4451,3.51,3.4851,40949672,41745.4755,0.3506,14.31,14.3363,2978764,23110.0485,1.1535,11.4,11.4006,5125891,17895.1762,0.1911,15.73,15.6922,207832,9032.638
30/9/19,-0.4135,6688.348,-0.3257,36.72,36.8807,5248752,174811.4595,-0.2603,233.69,233.9703,530771,106061.2088,1.1681,92.67,93.0905,1884957,130559.3528,-0.8707,80.83,81.0037,2520880,143088.4594,-0.6926,37.28,37.4066,2399949,47018.0311,-1.3631,39.8,39.9682,2450759,45126.8416,0,3.51,3.5134,24815292,41745.4755,-0.4193,14.25,14.2692,2158189,23013.151,0,11.4,11.4267,4042879,17895.1762,2.0343,16.05,16.0075,409039,9216.6313
1/10/19,0.8149,6742.849,0.7625,37,36.8139,4718201,176366.1983,2.0155,238.4,237.0604,634729,108198.8625,-0.0755,92.6,92.4733,1070958,131203.9238,0.5567,81.28,80.9216,2799927,143885.0671,0.8315,37.59,37.3667,2360420,47409.0072,0.9799,40.19,40.1725,1940486,45569.0393,0.8547,3.54,3.5213,28480167,42102.2744,1.193,14.42,14.4364,2985303,23287.6939,1.0526,11.52,11.5092,2629167,18083.5464,1.4953,16.29,16.223,308807,9354.8703
2/10/19,-1.5262,6639.942,-1.8919,36.3,36.3479,5298957,171549.7568,-1.573,234.65,234.9138,582026,106496.9089,-1.6307,91.09,91.032,1188650,126118.9839,-2.0669,79.6,79.7582,3013850,140911.0648,-1.3301,37.09,37.2202,1999808,46778.4006,-1.9159,39.42,39.5125,2082681,44695.9823,-0.565,3.52,3.517,15695990,41864.4084,-1.7337,14.17,14.1802,2929130,22883.9544,-1.4757,11.35,11.3979,3612060,17816.6885,-0.6753,16.18,16.1946,256123,9291.7005
3/10/19,-2.2095,6492.99,-3.168,35.15,35.3257,7628982,167817.2303,-2.3951,229.03,229.0521,1021608,103946.2478,-4.2156,87.25,87.771,2107333,124179.214,-2.8392,77.34,77.6446,3919413,136910.3235,-2.1569,36.29,36.3432,2887169,45769.4299,-1.6996,38.75,38.6933,2524723,43936.3094,-3.4091,3.4,3.4166,27020453,40437.2127,-1.9054,13.9,13.9068,2931571,22447.9158,-2.9075,11.02,11.0698,4648482,17250.2035,-2.534,15.77,15.7937,460425,9056.2495
4/10/19,0.371,6517.08,0.4267,35.3,35.3198,4343200,168730.1774,3.1917,236.34,235.7058,857247,107263.9227,0.4585,87.65,87.7592,1433596,124673.9829,0.3232,77.59,77.418,2425173,137352.8833,0.0827,36.32,36.3351,1480607,45807.2663,-0.2065,38.67,38.6421,1786162,43845.6022,0.5882,3.42,3.4238,18636755,40675.0787,1.0072,14.04,14.0371,2815911,22674.0099,-0.726,10.94,10.9389,2996216,17124.9752,1.2682,15.97,15.9973,403678,9171.1037
7/10/19,0.7132,6563.562,0.2266,35.38,35.3811,2786950,169320.542,1.3751,239.59,238.8018,453101,108738.9491,-0.057,87.6,87.8093,772256,125430.7851,0.4511,77.94,78.0097,1025724,137972.4672,1.3491,36.81,36.6764,937565,46425.2608,0.7758,38.97,38.9072,1303682,44185.7542,1.462,3.47,3.4624,9730286,41269.7436,-0.9972,13.9,13.9051,2285895,22447.9158,0,10.94,10.9118,2012525,17124.9752,1.8785,16.27,16.2406,254308,9343.3849
8/10/19,0.4569,6593.425,0.6501,35.61,35.5842,4502582,168964.1314,0.3798,240.5,240.0989,566949,109153.1152,1.1187,88.58,88.5042,1116259,124490.5974,0.8468,78.6,78.4469,1884181,139140.8253,0.6792,37.06,37.1011,1769203,46740.5642,1.1034,39.4,39.352,2727570,44673.3055,-0.2882,3.46,3.4573,24353381,41150.8106,-0.2878,13.86,13.8843,4227055,22383.3174,0.5484,11,10.9957,5852965,17218.8694,0.9834,16.43,16.3757,132408,9435.2682
9/10/19,-0.7083,6546.724,-1.3479,35.13,35.194,4976358,167232.2461,-0.6819,238.86,237.6399,639586,108408.7863,-0.937,87.75,87.752,972400,123941.4584,-0.5344,78.18,78.0145,1503988,138397.3247,-0.9714,36.7,36.7717,1557608,46286.5274,-1.802,38.69,38.7276,1762472,43868.279,0.8671,3.49,3.4729,23304200,41507.6095,-1.5873,13.64,13.6933,2548860,22028.0267,0.0909,11.01,10.9861,1869852,17234.5229,-0.8521,16.29,16.2997,161248,9354.8703
